negative,positive,uncertainty,litigious,constraining,interesting,word
True,False,True,False,False,False,unpredictably
True,False,True,False,False,False,unpredicted
True,False,False,False,False,False,unproductive
True,False,False,False,False,False,unprofitability
True,False,False,False,False,False,unprofitable
False,False,True,False,False,False,unproved
False,False,True,False,False,False,unproven
True,False,False,False,False,False,unqualified
False,False,True,False,False,False,unquantifiable
False,False,True,False,False,False,unquantified
True,False,False,False,False,False,unrealistic
True,False,False,False,False,False,unreasonable
True,False,False,False,False,False,unreasonableness
True,False,False,False,False,False,unreasonably
True,False,False,False,False,False,unreceptive
False,False,True,False,False,False,unreconciled
True,False,False,False,False,False,unrecoverable
True,False,False,False,False,False,unrecovered
True,False,False,False,False,False,unreimbursed
True,False,False,False,False,False,unreliable
False,False,False,True,False,False,unremediated
True,False,False,False,False,False,unremedied
True,False,False,False,False,False,unreported
True,False,False,False,False,False,unresolved
True,False,False,False,False,False,unrest
True,False,False,False,False,False,unsafe
True,False,False,False,False,False,unsalable
True,False,False,False,False,False,unsaleable
True,False,False,False,False,False,unsatisfactory
True,False,False,False,False,False,unsatisfied
True,False,False,False,False,False,unsavory
True,False,False,False,False,False,unscheduled
False,False,True,False,False,False,unseasonable
False,False,True,False,False,False,unseasonably
True,False,False,False,False,False,unsellable
False,False,True,False,False,False,unsettle
True,False,False,False,False,False,unsold
True,False,False,False,False,False,unsound
False,False,True,False,False,False,unspecific
False,False,True,False,False,False,unspecified
True,False,False,False,False,False,unstabilized
True,False,False,False,False,False,unstable
False,False,False,True,False,False,unstayed
True,False,False,False,False,False,unsubstantiated
True,False,False,False,False,False,unsuccessful
True,False,False,False,False,False,unsuccessfully
True,False,False,False,False,False,unsuitability
True,False,False,False,False,False,unsuitable
True,False,False,False,False,False,unsuitably
True,False,False,False,False,False,unsuited
True,False,False,False,False,False,unsure
False,True,False,False,False,False,unsurpassed
True,False,False,False,False,False,unsuspected
True,False,False,False,False,False,unsuspecting
True,False,False,False,False,False,unsustainable
True,False,False,False,False,False,untenable
False,False,True,False,False,False,untested
True,False,False,False,False,False,untimely
False,False,False,True,False,False,unto
True,False,False,False,False,False,untrusted
True,False,False,False,False,False,untruth
True,False,False,False,False,False,untruthful
True,False,False,False,False,False,untruthfully
True,False,False,False,False,False,untruthfulness
True,False,False,False,False,False,untruths
True,False,False,False,False,False,unusable
False,False,True,False,False,False,unusual
False,False,True,False,False,False,unusually
True,False,False,False,False,False,unwanted
True,False,False,False,False,False,unwarranted
True,False,False,False,False,False,unwelcome
True,False,False,False,False,False,unwilling
True,False,False,False,False,False,unwillingness
False,False,True,False,False,False,unwritten
True,False,False,False,False,False,upset
False,True,False,False,False,False,upturn
False,True,False,False,False,False,upturns
True,False,False,False,False,False,urgency
True,False,False,False,False,False,urgent
True,False,False,True,False,False,usurious
True,False,False,True,False,False,usurp
False,False,False,True,False,False,usurpation
True,False,False,True,False,False,usury
False,False,False,False,False,True,vacant
False,False,True,False,False,False,vagaries
False,False,True,False,False,False,vague
False,False,True,False,False,False,vaguely
False,False,True,False,False,False,vagueness
False,False,True,False,False,False,vaguenesses
False,False,True,False,False,False,vaguer
False,False,True,False,False,False,vaguest
False,True,False,False,False,False,valuable
True,False,False,False,False,False,vandalism
False,False,True,False,False,False,variability
False,False,True,False,False,False,variable
False,False,True,False,False,False,variables
False,False,True,False,False,False,variably
False,False,True,False,False,False,variance
False,False,True,False,False,False,variances
False,False,True,False,False,False,variant
False,False,True,False,False,False,variants
False,False,True,False,False,False,variation
False,False,True,False,False,False,variations
False,False,True,False,False,False,vary
False,False,False,True,False,False,vendee
False,False,False,True,False,False,vendees
True,False,False,True,False,False,verdict
True,False,False,True,False,False,verdicts
False,True,False,False,False,False,versatile
False,True,False,False,False,False,versatility
True,False,False,False,False,False,veto
False,False,False,True,False,False,viatical
False,True,False,False,False,False,vibrancy
False,True,False,False,False,False,vibrant
True,False,False,False,False,False,victims
True,False,False,False,False,False,violate
True,False,False,False,False,False,violation
True,False,False,False,False,False,violations
True,False,False,True,False,False,violative
True,False,False,False,False,False,violator
True,False,False,False,False,False,violators
True,False,False,False,False,False,violence
True,False,False,False,False,False,violent
True,False,False,False,False,False,violently
True,False,False,False,False,False,vitiate
True,False,False,False,False,False,vitiation
False,False,False,True,False,False,voidable
True,False,False,True,False,False,void
True,False,True,False,False,False,volatile
False,False,True,False,False,False,volatilities
True,False,True,False,False,False,volatility
True,False,False,False,False,False,vulnerabilities
True,False,False,False,False,False,vulnerability
True,False,False,False,False,False,vulnerable
True,False,False,False,False,False,vulnerably
True,False,False,False,False,False,warn
False,False,False,True,False,False,warrantees
False,False,False,True,False,False,warrantor
True,False,False,False,False,False,waste
True,False,False,False,False,False,wasteful
True,False,False,False,False,False,weak
True,False,False,False,False,False,weaken
True,False,False,False,False,False,weaker
True,False,False,False,False,False,weakest
True,False,False,False,False,False,weakly
True,False,False,False,False,False,weakness
True,False,False,False,False,False,weaknesses
False,False,False,True,False,False,whatever
False,False,False,True,False,False,whatsoever
False,False,False,True,False,False,whensoever
False,False,False,True,False,False,whereabouts
False,False,False,True,False,False,whereas
False,False,False,True,False,False,whereat
False,False,False,True,False,False,whereby
False,False,False,True,False,False,wherefore
False,False,False,True,False,False,wherein
False,False,False,True,False,False,whereof
False,False,False,True,False,False,whereon
False,False,False,True,False,False,whereto
False,False,False,True,False,False,whereunder
False,False,False,True,False,False,whereupon
False,False,False,True,False,False,wherewith
False,False,False,True,False,False,whistleblowers
False,False,False,True,False,False,whomever
False,False,False,True,False,False,whomsoever
False,False,False,True,False,False,whosoever
False,False,False,True,False,False,wilful
False,False,False,True,False,False,willful
True,False,False,True,False,False,willfully
False,False,False,True,False,False,willfulness
False,True,False,False,False,False,win
False,True,False,False,False,False,winner
False,True,False,False,False,False,winners
False,False,False,True,False,False,witness
True,False,False,False,False,False,worry
True,False,False,False,False,False,worse
True,False,False,False,False,False,worsen
True,False,False,False,False,False,worst
True,False,False,False,False,False,worthless
False,True,False,False,False,False,worthy
False,False,False,True,False,False,writ
True,False,False,False,False,False,writedown
True,False,False,False,False,False,writedowns
True,False,False,False,False,False,writeoff
True,False,False,False,False,False,writeoffs
False,False,False,True,False,False,writs
True,False,False,False,False,False,wrong
True,False,False,False,False,False,wrongdoing
True,False,False,False,False,False,wrongdoings
True,False,False,False,False,False,wrongful
True,False,False,False,False,False,wrongfully
True,False,False,False,False,False,wrongly
